unit_id,time,domain,component,split,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_abs_mean,temperature_mean,temperature_std,temperature_max,ambient_temperature_c
BV08TR_0001,0,target,battery,train,3.5545698440432787,0.2676954388536372,2.7,4.186934102693236,-1.9433465700230528,0.322356025240222,1.9433465700230528,32.20956698599154,4.126199711412198,38.35387542775061,24.0
BV08TR_0001,1,target,battery,train,3.556224849379102,0.2657498233438028,2.7,4.185668586597853,-1.93315603516764,0.3129780907267016,1.93315603516764,32.73996073747604,3.9805228643300055,38.565194518418224,24.0
BV08TR_0001,2,target,battery,train,3.5562301795355884,0.2657942239295096,2.7,4.176656019231785,-1.937880687645,0.358062115944288,1.937880687645,32.541267314855695,4.0583647209724765,38.590027944380566,24.0
BV08TR_0001,3,target,battery,train,3.5576425124895508,0.2645676279013412,2.7,4.181500861840819,-1.933041515103296,0.3280887502567315,1.933041515103296,32.4932808675446,4.022582771846419,38.44945677486824,24.0
BV08TR_0001,4,target,battery,train,3.554932813448456,0.2654141907252144,2.7,4.184974570457412,-1.9460984138645527,0.2975619018244262,1.9460984138645527,33.22377669673212,3.86981573583706,39.0383815132481,24.0
BV08TR_0001,5,target,battery,train,3.553627483346684,0.2675308931814091,2.7,4.181700644652012,-1.9392433565460128,0.3460272139876616,1.9392433565460128,32.96438285529686,3.9368937803395134,38.67502843927399,24.0
BV08TR_0001,6,target,battery,train,3.5557689069219056,0.2624713989587208,2.7,4.179111112083784,-1.9463541874587007,0.2826017089007175,1.9463541874587007,33.14938033733369,3.863553358562404,38.818456022406885,24.0
BV08TR_0001,7,target,battery,train,3.5524991202898173,0.2679590037003348,2.7,4.187667529597347,-1.9328324491898257,0.2948811494936783,1.9328324491898257,32.93513868528753,3.923068274117832,38.68979243458216,24.0
BV08TR_0001,8,target,battery,train,3.551048183458507,0.2704169687841171,2.7,4.177986976972866,-1.931229466123713,0.3325026890686607,1.931229466123713,32.56827295199525,4.035998434230874,38.70092446270087,24.0
BV08TR_0001,9,target,battery,train,3.554475995492489,0.2627802864585533,2.7,4.178715354410978,-1.9462341833638248,0.3015848765976777,1.9462341833638248,32.905636862785855,3.917692004943255,38.660916008693945,24.0
BV08TR_0001,10,target,battery,train,3.550119752178845,0.2678815893129863,2.7,4.180811229070938,-1.9369100466297928,0.2786747851168469,1.9369100466297928,33.18412472068631,3.843529167880205,38.923175594912365,24.0
BV08TR_0001,11,target,battery,train,3.5549246500176577,0.26588020956593,2.7,4.173137901335574,-1.9343076890809328,0.3453120144826438,1.9343076890809328,32.288915310394735,4.060505768697585,38.36986163022599,24.0
BV08TR_0001,12,target,battery,train,3.5520304283213906,0.2668312814776517,2.7,4.183405871735827,-1.9315499338180977,0.3231899532796,1.9315499338180977,32.53819349745037,3.9973290537486856,38.62604841975412,24.0
BV08TR_0001,13,target,battery,train,3.5556641508386093,0.2636197231980011,2.7,4.188373644613375,-1.935493499296577,0.3467869256271688,1.935493499296577,33.05091099548437,3.844537142004653,38.90481829535152,24.0
BV08TR_0001,14,target,battery,train,3.553112347493367,0.262856802363881,2.7,4.174438205432182,-1.9530136457397145,0.2949804478276425,1.9530136457397145,32.409965981818274,4.014020383398433,38.56605101361007,24.0
BV08TR_0001,15,target,battery,train,3.5500729714381927,0.2667622714262999,2.7,4.175901807370164,-1.9530722373639573,0.2944886511054147,1.9530722373639573,32.68809322713267,3.956862808008853,38.57891965822159,24.0
BV08TR_0001,16,target,battery,train,3.553442388080114,0.2631065506022894,2.7,4.185404138858482,-1.9577240640730889,0.3172550001771758,1.9577240640730889,32.236711985024215,4.033410992017844,38.35996281097809,24.0
BV08TR_0001,17,target,battery,train,3.5500505953496715,0.2654953169526979,2.7,4.178513872149289,-1.940068602378728,0.2904946356826051,1.940068602378728,32.24881623244137,4.050699311730689,38.384840670665874,24.0
BV08TR_0001,18,target,battery,train,3.55534178907852,0.2631888559329647,2.7,4.188562042271424,-1.9429714250716923,0.3547252169925244,1.9429714250716923,32.38319313611853,4.007095502742885,38.59055356130397,24.0
